Reporting Period,Accounting Period,Artist(s),Release,Track,UPC,ISRC,Partner,Country,Type,Units,Revenue (USD),Revenue Share (%),Split Pay Share (%)
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,PT,UNKNOWN_STREAM,539.000000000,0.001493400,100,26
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,PY,UNKNOWN_STREAM,3.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,PY,UNKNOWN_STREAM,142.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,PY,UNKNOWN_STREAM,3.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,QA,UNKNOWN_STREAM,1.000000000,0.000003700,100,5
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,QA,UNKNOWN_STREAM,17.000000000,0.000063600,100,95
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,RE,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,RO,UNKNOWN_STREAM,53.000000000,0.000253700,100,91
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,RO,UNKNOWN_STREAM,5.000000000,0.000023900,100,9
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,RS,UNKNOWN_STREAM,20.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,RU,UNKNOWN_STREAM,57.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,RU,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,RU,UNKNOWN_STREAM,4.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,RW,UNKNOWN_STREAM,3.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,RW,UNKNOWN_STREAM,38.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SA,UNKNOWN_STREAM,54.000000000,0.000072200,100,7
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SA,UNKNOWN_STREAM,4.000000000,0.001027000,100,93
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SA,UNKNOWN_STREAM,4.000000000,0.000005300,100,0
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SE,UNKNOWN_STREAM,2.000000000,0.007213000,100,96
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SE,UNKNOWN_STREAM,51.000000000,0.000336000,100,4
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SG,UNKNOWN_STREAM,1.000000000,0.000004900,100,10
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SG,UNKNOWN_STREAM,9.000000000,0.000044500,100,90
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SK,UNKNOWN_STREAM,4.000000000,0.000015300,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SV,UNKNOWN_STREAM,43.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SX,UNKNOWN_STREAM,2.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,SZ,UNKNOWN_STREAM,32.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TH,UNKNOWN_STREAM,4.000000000,0.000016500,100,1
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TH,UNKNOWN_STREAM,39.000000000,0.000160400,100,9
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TH,UNKNOWN_STREAM,4.000000000,0.001648700,100,90
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TJ,UNKNOWN_STREAM,1.000000000,4.00E-7,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TN,UNKNOWN_STREAM,33.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TR,UNKNOWN_STREAM,8.000000000,0.002211400,100,41
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TR,UNKNOWN_STREAM,2383.000000000,0.002382900,100,44
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TR,UNKNOWN_STREAM,839.000000000,0.000839000,100,15
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TT,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TW,UNKNOWN_STREAM,90.000000000,0.000590700,100,12
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TW,UNKNOWN_STREAM,5.000000000,0.004193100,100,88
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,TZ,UNKNOWN_STREAM,3.000000000,0.000003900,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,UA,UNKNOWN_STREAM,33.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,UG,UNKNOWN_STREAM,2.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,US,UNKNOWN_STREAM,11.000000000,0.050327300,100,55
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,US,UNKNOWN_STREAM,4.000000000,0.015562600,100,17
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,US,UNKNOWN_STREAM,17.000000000,0.000418400,100,0
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,US,UNKNOWN_STREAM,1054.000000000,0.025939100,100,28
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,UY,UNKNOWN_STREAM,142.000000000,0.000336900,100,27
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,UY,UNKNOWN_STREAM,3.000000000,0.000916300,100,73
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,VE,UNKNOWN_STREAM,1.000000000,0.000001000,100,0
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,VE,UNKNOWN_STREAM,595.000000000,0.000580300,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,VN,UNKNOWN_STREAM,8.000000000,0.001134600,100,94
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,VN,UNKNOWN_STREAM,59.000000000,0.000066900,100,6
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,YE,UNKNOWN_STREAM,10.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,YE,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,YE,UNKNOWN_STREAM,6.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,ZA,UNKNOWN_STREAM,6.000000000,0.003836900,100,86
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,ZA,UNKNOWN_STREAM,172.000000000,0.000643000,100,14
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,FACEBOOK,ZW,UNKNOWN_STREAM,2.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,Demon Family,I am leaving here today,199348782690,QZMHP2589144,FACEBOOK,ZM,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,Demon Family,I am leaving here today,199348782690,QZMHP2589144,FACEBOOK,ZM,UNKNOWN_STREAM,3.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,Demon Family,I am leaving here today,199348782690,QZMHP2589144,FACEBOOK,ZM,UNKNOWN_STREAM,4.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,Ivy,Ivy,199348853604,QM42K2526395,FACEBOOK,AE,UNKNOWN_STREAM,2.000000000,0.000001600,100,100
2025-11-01,2026-01-01,Le Zhang,Ivy,Ivy,199348853604,QM42K2526395,FACEBOOK,ES,UNKNOWN_STREAM,2.000000000,0.000016100,100,100
2025-11-01,2026-01-01,Le Zhang,Ivy,Ivy,199348853604,QM42K2526395,FACEBOOK,IT,UNKNOWN_STREAM,1.000000000,0.000007700,100,100
2025-11-01,2026-01-01,Le Zhang,Ivy,Ivy,199348853604,QM42K2526395,FACEBOOK,KW,UNKNOWN_STREAM,1.000000000,0.000003900,100,100
2025-11-01,2026-01-01,Le Zhang,Ivy,Ivy,199348853604,QM42K2526395,FACEBOOK,PH,UNKNOWN_STREAM,9.000000000,0.000007200,100,2
2025-11-01,2026-01-01,Le Zhang,Ivy,Ivy,199348853604,QM42K2526395,FACEBOOK,PH,UNKNOWN_STREAM,54.000000000,0.000043000,100,11
2025-11-01,2026-01-01,Le Zhang,Ivy,Ivy,199348853604,QM42K2526395,FACEBOOK,PH,UNKNOWN_STREAM,5.000000000,0.000338800,100,87
2025-11-01,2026-01-01,Le Zhang,Ivy,Ivy,199348853604,QM42K2526395,FACEBOOK,TW,UNKNOWN_STREAM,1.000000000,0.000006600,100,100
2025-11-01,2026-01-01,Le Zhang,Ivy,Ivy,199348853604,QM42K2526395,FACEBOOK,US,UNKNOWN_STREAM,4.000000000,0.000098400,100,100
2025-11-01,2026-01-01,Le Zhang,Boarding the Unknown,Boarding the Unknown,199811040319,QZHZD2579615,FACEBOOK,BG,UNKNOWN_STREAM,1.000000000,0.000003100,100,100
2025-11-01,2026-01-01,Le Zhang,Boarding the Unknown,Boarding the Unknown,199811040319,QZHZD2579615,FACEBOOK,CA,UNKNOWN_STREAM,1.000000000,0.000009000,100,100
2025-11-01,2026-01-01,Le Zhang,Boarding the Unknown,Boarding the Unknown,199811040319,QZHZD2579615,FACEBOOK,ES,UNKNOWN_STREAM,1.000000000,0.000008000,100,100
2025-11-01,2026-01-01,Le Zhang,Boarding the Unknown,Boarding the Unknown,199811040319,QZHZD2579615,FACEBOOK,IN,UNKNOWN_STREAM,2.000000000,5.00E-7,100,100
2025-11-01,2026-01-01,Le Zhang,Boarding the Unknown,Boarding the Unknown,199811040319,QZHZD2579615,FACEBOOK,NO,UNKNOWN_STREAM,1.000000000,0.000009800,100,100
2025-11-01,2026-01-01,Le Zhang,Boarding the Unknown,Boarding the Unknown,199811040319,QZHZD2579615,FACEBOOK,PK,UNKNOWN_STREAM,1.000000000,0.000001000,100,100
2025-11-01,2026-01-01,Le Zhang,Boarding the Unknown,Boarding the Unknown,199811040319,QZHZD2579615,FACEBOOK,RU,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,Boarding the Unknown,Boarding the Unknown,199811040319,QZHZD2579615,FACEBOOK,US,UNKNOWN_STREAM,1.000000000,0.000024600,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,AE,UNKNOWN_STREAM,1.000000000,8.00E-7,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,AL,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,AM,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,AU,UNKNOWN_STREAM,3.000000000,0.000033300,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,BE,UNKNOWN_STREAM,2.000000000,0.000019300,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,BR,UNKNOWN_STREAM,2.000000000,0.000002400,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,CA,UNKNOWN_STREAM,1.000000000,0.000009000,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,CH,UNKNOWN_STREAM,2.000000000,0.000029700,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,CY,UNKNOWN_STREAM,3.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,CZ,UNKNOWN_STREAM,3.000000000,0.000014900,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,DE,UNKNOWN_STREAM,9.000000000,0.000086200,100,90
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,DE,UNKNOWN_STREAM,1.000000000,0.000009600,100,10
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,DK,UNKNOWN_STREAM,1.000000000,0.000008200,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,ES,UNKNOWN_STREAM,1.000000000,0.000008000,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,FI,UNKNOWN_STREAM,3.000000000,0.000009400,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,FR,UNKNOWN_STREAM,2.000000000,0.000021100,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,GB,UNKNOWN_STREAM,4.000000000,0.000047000,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,HK,UNKNOWN_STREAM,2.000000000,0.000012500,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,ID,UNKNOWN_STREAM,3.000000000,0.000002200,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,IN,UNKNOWN_STREAM,15.000000000,0.000003800,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,IQ,UNKNOWN_STREAM,1.000000000,1.00E-7,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,IS,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,IT,UNKNOWN_STREAM,4.000000000,0.000030900,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,JO,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,JP,UNKNOWN_STREAM,4.000000000,0.000067800,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,KR,UNKNOWN_STREAM,7.000000000,0.000063200,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,LV,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,MA,UNKNOWN_STREAM,1.000000000,3.00E-7,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,MN,UNKNOWN_STREAM,1.000000000,5.00E-7,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,MX,UNKNOWN_STREAM,2.000000000,0.000006400,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,MY,UNKNOWN_STREAM,1.000000000,0.000002200,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,NL,UNKNOWN_STREAM,17.000000000,0.000157700,100,2
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,NL,UNKNOWN_STREAM,2.000000000,0.009798400,100,98
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,NL,UNKNOWN_STREAM,1.000000000,0.000009300,100,0
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,NP,UNKNOWN_STREAM,1.000000000,3.00E-7,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,PA,UNKNOWN_STREAM,1.000000000,0.000001900,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,PH,UNKNOWN_STREAM,5.000000000,0.000338800,100,92
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,PH,UNKNOWN_STREAM,36.000000000,0.000028700,100,8
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,PH,UNKNOWN_STREAM,2.000000000,0.000001600,100,0
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,PK,UNKNOWN_STREAM,2.000000000,0.000002100,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,PL,UNKNOWN_STREAM,3.000000000,0.000035300,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,PS,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,PT,UNKNOWN_STREAM,1.000000000,0.000002800,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,RO,UNKNOWN_STREAM,2.000000000,0.000009600,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,RU,UNKNOWN_STREAM,3.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,SA,UNKNOWN_STREAM,2.000000000,0.000002700,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,SK,UNKNOWN_STREAM,1.000000000,0.000003800,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,SV,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,TH,UNKNOWN_STREAM,2.000000000,0.000008200,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,TR,UNKNOWN_STREAM,16.000000000,0.000016000,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,TW,UNKNOWN_STREAM,1.000000000,0.000006600,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,TZ,UNKNOWN_STREAM,1.000000000,0.000001300,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,US,UNKNOWN_STREAM,19.000000000,0.000467600,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,VN,UNKNOWN_STREAM,1.000000000,0.000001100,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,YE,UNKNOWN_STREAM,2.000000000,0E-9,100,100
2025-11-01,2026-01-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,ZA,UNKNOWN_STREAM,1.000000000,0.000003700,100,100
2025-11-01,2026-01-01,Le Zhang,必经之路,必经之路,674053354290,QZMHP2550738,FACEBOOK,PH,UNKNOWN_STREAM,3.000000000,0.000002400,100,1
2025-11-01,2026-01-01,Le Zhang,必经之路,必经之路,674053354290,QZMHP2550738,FACEBOOK,PH,UNKNOWN_STREAM,1.000000000,8.00E-7,100,0
2025-11-01,2026-01-01,Le Zhang,必经之路,必经之路,674053354290,QZMHP2550738,FACEBOOK,PH,UNKNOWN_STREAM,5.000000000,0.000338800,100,99
2025-11-01,2026-01-01,Le Zhang,酒吧对话,酒吧对话,085494206640,QZMHK2558042,TIK_TOK,ID,UNKNOWN_STREAM,0E-9,0.000001000,100,100
2025-11-01,2026-01-01,Le Zhang,酒吧对话,酒吧对话,085494206640,QZMHK2558042,TIK_TOK,JP,UNKNOWN_STREAM,1.000000000,0.000016000,100,100
2025-11-01,2026-01-01,Le Zhang,酒吧对话,酒吧对话,085494206640,QZMHK2558042,TIK_TOK,SG,UNKNOWN_STREAM,1.000000000,0.000013500,100,100
2025-11-01,2026-01-01,Le Zhang,酒吧对话,酒吧对话,085494206640,QZMHK2558042,TIK_TOK,VN,UNKNOWN_STREAM,0E-9,0.000004400,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,AR,UNKNOWN_STREAM,0E-9,0.000008300,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,BD,UNKNOWN_STREAM,0E-9,0.000001000,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,BR,UNKNOWN_STREAM,139.000000000,0.001494600,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,BZ,UNKNOWN_STREAM,0E-9,3.00E-7,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,CL,UNKNOWN_STREAM,0E-9,0.000007100,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,CO,UNKNOWN_STREAM,0E-9,0.000003900,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,DO,UNKNOWN_STREAM,0E-9,0.000001200,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,EC,UNKNOWN_STREAM,0E-9,0.000002300,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,GT,UNKNOWN_STREAM,100.000000000,0.001074300,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,HN,UNKNOWN_STREAM,0E-9,2.00E-7,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,LB,UNKNOWN_STREAM,4.000000000,0.000050900,100,100
2025-11-01,2026-01-01,Le Zhang,The Days We Crocheted Together,The Days We Crocheted Together,199348528304,QZS662546725,TIK_TOK,LI,UNKNOWN_STREAM,0E-9,1.00E-7,100,100
